Dates;Open;Close;High;Low;Value;Volume
19/3/18 14:40;159,4;159,22;159,54;159,07;19456540;122192
19/3/18 14:50;159,21;159,15;159,42;159,07;9294624;58377
19/3/18 15:00;159,14;158,65;159,25;158,63;13956945;87840
19/3/18 15:10;158,63;158,35;158,7;158,105;14993592;94677
19/3/18 15:20;158,34;158,42;158,57;158,21;15780990;99635
19/3/18 15:30;158,4;158,6;158,63;158,38;11278435;71157
19/3/18 15:40;158,606;158,125;158,63;158,1;13585162;85771
19/3/18 15:50;158,1;158,23;158,28;157,9;12198458;77181
19/3/18 16:00;158,23;158,23;158,38;158,02;9119059;57633
19/3/18 16:10;158,25;157,85;158,28;157,81;10946803;69261
19/3/18 16:20;157,83;158,084;158,13;157,81;7165615;45357
19/3/18 16:30;158,079;158,06;158,17;158;7980072,5;50485
19/3/18 16:40;158,03;157,69;158,03;157,648;5809664;36807
19/3/18 16:50;157,64;157,59;157,88;157,53;8120266;51482
19/3/18 17:00;157,65;157,53;157,82;157,42;12837636;81447
19/3/18 17:10;157,53;157,47;157,65;157,44;6752794,5;42864
19/3/18 17:20;157,49;157,46;157,68;157,42;10786310;68469
19/3/18 17:30;157,46;157,13;157,49;157,05;11851048;75375
19/3/18 17:40;157,1;156,68;157,12;156,65;12901815;82223
19/3/18 17:50;156,7;156,95;157,09;156,685;9248504;58950
19/3/18 18:00;156,929;156,58;157,03;156,55;9923859;63298
19/3/18 18:10;156,59;156,69;156,82;156,45;7580332,5;48389
19/3/18 18:20;156,68;156,689;156,761;156,46;10471070;66844
19/3/18 18:30;156,665;156,984;157,03;156,635;13156614;83896
19/3/18 18:40;156,97;157,027;157,14;156,75;7805909;49732
19/3/18 18:50;157;157,09;157,14;156,83;7627371;48592
19/3/18 19:00;157,11;157,13;157,25;157,07;8592200;54673
19/3/18 19:10;157,14;157,08;157,3;157,03;9231386;58732
19/3/18 19:20;157,1;157,06;157,18;156,94;7858364,5;50040
19/3/18 19:30;157,1;156,766;157,1;156,68;9446884;60224
19/3/18 19:40;156,76;156,9;157,05;156,63;8904431;56773
19/3/18 19:50;156,88;157,07;157,18;156,78;10869635;69213
19/3/18 20:00;157,07;156,935;157,13;156,8;10463243;66674
19/3/18 20:10;156,92;157,21;157,25;156,805;9880939;62939
19/3/18 20:20;157,23;157,2;157,31;156,97;10649351;67784
19/3/18 20:30;157,17;157,08;157,21;156,86;12916274;82257
19/3/18 20:40;157,09;157,19;157,34;156,94;28004398;178197
19/3/18 20:50;157,21;157,38;157,6;157,18;48218608;306340
19/3/18 21:00;157,35;157,35;157,35;157,35;170764720;1085254
19/3/18 21:10;157,35;157,35;157,35;157,35;0;0
20/3/18 14:30;157,52;157,58;157,93;157,27;27573670;175011
20/3/18 14:40;157,595;157,16;157,67;157;18173930;115494
20/3/18 14:50;157,15;157,021;157,38;156,92;16602453;105621
20/3/18 15:00;157,01;156,78;157,06;156,747;13360325;85163
20/3/18 15:10;156,82;156,61;156,82;156,45;15837826;101137
20/3/18 15:20;156,64;156,805;156,86;156,51;9334101;59569
20/3/18 15:30;156,82;156,61;157,163;156,53;13982406;89172
20/3/18 15:40;156,61;156,41;156,8;156,41;14167536;90503
20/3/18 15:50;156,384;156,36;156,49;156,17;16225392;103808
20/3/18 16:00;156,37;156,52;156,67;156,36;9349487;59725
20/3/18 16:10;156,51;156,43;156,62;156,29;14977882;95767
20/3/18 16:20;156,46;156,73;156,73;156,43;7269267;46424
20/3/18 16:30;156,75;156,6;156,78;156,5;6284545,5;40125
20/3/18 16:40;156,598;156,05;156,598;155,88;16616825;106424
20/3/18 16:50;156,07;156,2;156,22;155,88;12440145;79730
20/3/18 17:00;156,2;156,19;156,32;156,08;11920949;76312
20/3/18 17:10;156,2;156,074;156,35;156,05;4816216;30837
20/3/18 17:20;156,07;156,07;156,259;156,011;11908848;76289
20/3/18 17:30;156,075;156,01;156,197;156,01;4880849;31267
20/3/18 17:40;156,03;155,838;156,12;155,81;8228130;52766
20/3/18 17:50;155,85;155,79;155,91;155,69;7871633;50528
20/3/18 18:00;155,79;155,82;155,903;155,73;5375210,5;34494
20/3/18 18:10;155,815;155,61;155,92;155,61;10097741;64831
20/3/18 18:20;155,615;155,64;155,85;155,6;12059691;77439
20/3/18 18:30;155,635;155,39;155,78;155,37;10610189;68212
20/3/18 18:40;155,39;155,43;155,495;155,29;7454979,5;47975
20/3/18 18:50;155,44;155,446;155,55;155,348;7332695,5;47171
20/3/18 19:00;155,445;155,59;155,76;155,35;13991589;89915
20/3/18 19:10;155,6;155,673;155,673;155,53;7368733,5;47359
20/3/18 19:20;155,67;155,94;155,96;155,66;7017402;45042
20/3/18 19:30;155,95;156,11;156,12;155,93;8100043;51917
20/3/18 19:40;156,11;156,145;156,17;155,92;11058349;70860
20/3/18 19:50;156,16;156,26;156,33;156,11;12173543;77925
20/3/18 20:00;156,24;156,45;156,58;156,24;12561174;80295
20/3/18 20:10;156,45;156,26;156,45;156,24;10241498;65507
20/3/18 20:20;156,26;156,18;156,37;156,08;16088935;102972
20/3/18 20:30;156,19;156,07;156,24;156,01;22865840;146429
20/3/18 20:40;156,06;156,12;156,17;156,04;21769324;139445
20/3/18 20:50;156,12;156,23;156,28;156,04;49710616;318323
20/3/18 21:00;156,2;156,2;156,2;156,2;74319488;475797
20/3/18 21:10;156,2;156,2;156,2;156,2;0;0
21/3/18 14:30;156,57;156,35;156,58;155,92;21674342;138667
21/3/18 14:40;156,38;156,05;156,4;156,03;11831603;75784
21/3/18 14:50;156,05;156,32;156,4;156;7329635;46918
21/3/18 15:00;156,4;156,54;156,62;156,22;5134891;32832
21/3/18 15:10;156,52;156,42;156,6;156,34;3614072;23099
21/3/18 15:20;156,44;156,16;156,46;156,04;5540015;35471
21/3/18 15:30;156,12;156,3;156,3;156,01;4904104,5;31412
21/3/18 15:40;156,325;156,495;156,52;156,21;5638368,5;36058
21/3/18 15:50;156,51;156,49;156,56;156,36;5286975;33784
